from	to	from.marker	to.marker	width	from.bp	to.bp	chromosome	logP	pointwise.permute.pval	genomewide.permute.pval
11701	11720	JAX00100761	UNC4082030	20	139319666	139558960	chr2	0.611302873553757	0.205	1.005
11721	11740	JAX00100783	JAX00100798	20	139580847	139802548	chr2	0.610826960674253	0.205	1.005
11741	11760	JAX00218379	JAX00505315	20	139829959	140118308	chr2	0.610187020919203	0.22	1.005
11761	11780	JAX00100822	JAX00100836	20	140126674	140325527	chr2	0.56491342772318	0.23	1.005
11781	11800	JAX00505343	UNC4096238	20	140325888	140656739	chr2	0.573724950884372	0.23	1.005
11801	11820	JAX00505389	JAX00505426	20	140657017	140820468	chr2	0.579949638239622	0.225	1.005
11821	11840	JAX00505434	JAX00505483	20	140830157	140996931	chr2	0.585657393309302	0.22	1.005
11841	11860	JAX00505486	JAX00218401	20	141031767	141220624	chr2	0.637723192802717	0.185	1.005
11861	11880	UNC4104208	JAX00505541	20	141229470	141492624	chr2	0.639740609402803	0.185	1.005
11881	11900	JAX00505542	JAX00505570	20	141502602	141765056	chr2	0.641461376363227	0.19	1.005
11901	11920	JAX00505575	JAX00100962	20	141778435	141995298	chr2	0.990007173695328	0.07	1.005
11921	11940	UNC4114650	JAX00505644	20	142047216	142154154	chr2	0.529501571502921	0.22	1.005
11941	11960	JAX00100973	JAX00100990	20	142154229	142346822	chr2	0.86885805375514	0.09	1.005
11961	11980	JAX00505673	JAX00505717	20	142375295	142533507	chr2	0.920551238293557	0.085	1.005
11981	12000	JAX00101004	UNC4123656	20	142551122	142735458	chr2	0.881155342505371	0.1	1.005
12001	12020	JAX00505756	JAX00101027	20	142735636	142865589	chr2	0.671692405735923	0.135	1.005
12021	12040	JAX00101029	JAX00101053	20	142865847	143196617	chr2	0.708684697197277	0.125	1.005
12041	12060	JAX00505837	UNC4131719	20	143229458	143374336	chr2	0.759500027319	0.105	1.005
12061	12080	JAX00101066	JAX00101082	20	143378414	143595088	chr2	0.797165106147966	0.105	1.005
12081	12100	JAX00505917	JAX00505961	20	143604436	143792377	chr2	0.824851845866983	0.105	1.005
12101	12120	UNC4138778	JAX00101108	20	143798950	143946600	chr2	0.831929522684732	0.085	1.005
12121	12140	JAX00506002	JAX00101127	20	143947382	144179654	chr2	0.832696544867962	0.085	1.005
12141	12160	JAX00101128	JAX00506078	20	144197720	144442264	chr2	0.83271694026561	0.09	1.005
12161	12180	JAX00506080	UNC020215912	20	144462008	144692145	chr2	0.827224216939528	0.095	1.005
12181	12200	JAX00506130	JAX00506161	20	144712692	144931132	chr2	0.869080385287023	0.08	1.005
12201	12220	JAX00506163	JAX00101195	20	144934384	145112864	chr2	0.868185859774376	0.08	1.005
12221	12240	JAX00101196	JAX00218476	20	145112882	145315542	chr2	0.856240977117879	0.085	1.005
12241	12260	JAX00101211	UNC4158153	20	145325061	145431012	chr2	0.793741666409083	0.095	1.005
12261	12280	JAX00506281	JAX00101234	20	145456963	145627009	chr2	0.786939369358525	0.095	1.005
12281	12300	JAX00189075	JAX00101251	20	145648985	145850186	chr2	0.786280567871751	0.11	1.005
12301	12320	JAX00101252	JAX00506398	20	145869326	146107369	chr2	0.78518742075854	0.12	1.005
12321	12340	JAX00506399	JAX00101289	20	146108064	146339519	chr2	0.78605851558869	0.11	1.005
12341	12360	JAX00101290	JAX00506463	20	146339671	146536637	chr2	0.789347156221759	0.105	1.005
12361	12380	JAX00506469	JAX00101320	20	146552191	146761197	chr2	0.827425718575096	0.11	1.005
12381	12400	UNC4172984	JAX00506534	20	146761242	147061166	chr2	0.811543308607597	0.11	1.005
12401	12420	UNC4176212	JAX00101354	20	147062022	147218295	chr2	0.749686498303115	0.115	1.005
12421	12440	UNC4178647	UNC4181145	20	147230890	147401158	chr2	0.767124334466081	0.12	1.005
12441	12460	UNC4181343	JAX00101376	20	147410678	147509955	chr2	0.888949168752853	0.105	1.005
12461	12480	JAX00101377	JAX00506681	20	147510045	147682653	chr2	0.655056709405244	0.21	1.005
12481	12500	JAX00101389	JAX00218496	20	147683223	147772284	chr2	0.564897987442683	0.225	1.005
12501	12520	UNC4186400	UNC4188373	20	147777484	147920298	chr2	0.587744578052402	0.2	1.005
12521	12540	UNC4188575	JAX00506766	20	147932875	148030438	chr2	0.605603517366567	0.205	1.005
12541	12560	JAX00101416	UNC4192115	20	148032574	148191232	chr2	0.591545593409229	0.215	1.005
12561	12580	JAX00101426	JAX00506805	20	148194006	148341192	chr2	0.558088814399289	0.235	1.005
12581	12600	UNC4194021	JAX00506836	20	148342781	148431807	chr2	0.547694909943028	0.24	1.005
12601	12620	JAX00101446	JAX00506866	20	148448168	148579092	chr2	0.539816255638172	0.245	1.005
12621	12640	JAX00506873	JAX00506935	20	148581982	148824838	chr2	0.312179293844718	0.48	1.005
12641	12660	JAX00506948	JAX00507021	20	148905246	149276327	chr2	0.305390240733086	0.485	1.005
12661	12680	JAX00101508	JAX00101525	20	149296132	149555826	chr2	0.287482946377724	0.52	1.005
12681	12700	JAX00189076	JAX00507111	20	149561210	149810230	chr2	0.273999892840867	0.54	1.005
12701	12720	JAX00507113	JAX00507163	20	149814495	150317206	chr2	0.269025146536191	0.55	1.005
12721	12740	UNC4223613	JAX00507209	20	150340723	150587804	chr2	0.266679100211777	0.555	1.005
12741	12760	JAX00101605	UNC4228626	20	150609584	150731563	chr2	0.313332785267223	0.495	1.005
12761	12780	JAX00507244	JAX00218545	20	150757455	150835838	chr2	0.41703915142945	0.365	1.005
12781	12800	UNC4230433	JAX00507364	20	150844593	151436171	chr2	0.458900727272465	0.325	1.005
12801	12820	UNC4232834	JAX00101688	20	151449314	151703950	chr2	0.551684601469446	0.22	1.005
12821	12840	UNC4236647	JAX00507478	20	151720628	151986404	chr2	0.483896925687633	0.275	1.005
12841	12860	UNC4240403	JAX00507525	20	152022486	152353330	chr2	0.452836661663065	0.33	1.005
12861	12880	UNC4243676	JAX00507561	20	152384059	152577265	chr2	0.446620659706001	0.335	1.005
12881	12900	UNC4246151	JAX00507618	20	152591149	152815066	chr2	0.433855243370971	0.35	1.005
12901	12920	UNC4248632	JAX00101786	20	152830770	153033622	chr2	0.438237880012993	0.345	1.005
12921	12940	JAX00101787	JAX00507688	20	153043566	153227758	chr2	0.442406013353096	0.335	1.005
12941	12960	JAX00507689	JAX00101821	20	153228073	153482907	chr2	0.399392712241832	0.405	1.005
12961	12980	JAX00507736	JAX00507813	20	153486369	153723324	chr2	0.395519243684068	0.42	1.005
12981	13000	JAX00507816	JAX00101846	20	153727751	153836756	chr2	0.399848335969519	0.41	1.005
13001	13020	JAX00507890	JAX00101865	20	153842106	154083257	chr2	0.423250678919343	0.375	1.005
13021	13040	JAX00507936	JAX00101886	20	154083768	154352652	chr2	0.423381588405606	0.38	1.005
13041	13060	JAX00507982	JAX00508023	20	154361684	154507752	chr2	0.423253664611468	0.385	1.005
13061	13080	JAX00101899	JAX00508069	20	154513448	154672449	chr2	0.423143153646924	0.385	1.005
13081	13100	JAX00508071	UNC4274917	20	154687115	154954976	chr2	0.422965981790861	0.39	1.005
13101	13120	UNC4275170	JAX00508143	20	154985420	155135311	chr2	0.421119623599863	0.355	1.005
13121	13140	UNC4277103	JAX00508177	20	155159015	155379106	chr2	0.42064681170262	0.365	1.005
13141	13160	JAX00508180	JAX00508205	20	155384961	155561518	chr2	0.420524547677351	0.365	1.005
13161	13180	JAX00101979	JAX00101990	20	155588012	155748762	chr2	0.405011882435989	0.38	1.005
13181	13200	JAX00101991	UNC4286456	20	155748803	155968756	chr2	0.398414491912676	0.385	1.005
13201	13220	JAX00102008	UNC4288422	20	155975206	156190045	chr2	0.391661171223378	0.405	1.005
13221	13240	JAX00102024	JAX00102040	20	156194170	156409946	chr2	0.390146977104411	0.385	1.005
13241	13260	JAX00102041	JAX00102057	20	156424948	156642942	chr2	0.383700068513371	0.395	1.005
13261	13280	JAX00508400	UNC4297878	20	156651740	156947625	chr2	0.450019308777661	0.345	1.005
13281	13300	JAX00102082	JAX00508477	20	156964056	157211478	chr2	0.396216136839577	0.385	1.005
13301	13320	JAX00508478	JAX00102115	20	157211761	157392754	chr2	0.384941241884429	0.42	1.005
13321	13340	UNC4303030	JAX00102129	20	157435748	157595098	chr2	0.373668610866641	0.435	1.005
13341	13360	UNC4305092	JAX00508607	20	157617961	157811855	chr2	0.372524814897105	0.435	1.005
13361	13380	JAX00508609	JAX00508663	20	157813927	158019254	chr2	0.37171809673995	0.44	1.005
13381	13400	JAX00508665	JAX00508721	20	158019364	158176263	chr2	0.389503478177154	0.41	1.005
13401	13420	JAX00508723	JAX00508756	20	158177496	158344700	chr2	0.366373933856941	0.445	1.005
13421	13440	JAX00508757	JAX00218636	20	158344775	158467050	chr2	0.365420005425797	0.45	1.005
13441	13460	JAX00508821	JAX00102204	20	158475386	158592469	chr2	0.364101624514599	0.45	1.005
13461	13480	UNC4319268	JAX00508899	20	158593885	158650367	chr2	0.363726356225597	0.45	1.005
13481	13500	JAX00508900	JAX00508950	20	158652296	158781849	chr2	0.36295860231594	0.45	1.005
13501	13520	JAX00508954	UNC4325496	20	158793498	158921871	chr2	0.33172647209993	0.5	1.005
13521	13540	JAX00508998	JAX00509031	20	158927127	159015500	chr2	0.262654329503051	0.605	1.005
13541	13560	JAX00509032	UNC4328837	20	159016276	159132940	chr2	0.255621567511465	0.595	1.005
13561	13580	UNC4329111	JAX00509094	20	159151984	159273029	chr2	0.236901776222019	0.61	1.005
13581	13600	JAX00509095	UNC4332620	20	159273416	159384378	chr2	0.261347075181378	0.52	1.005
13601	13620	JAX00509127	JAX00509157	20	159384624	159489047	chr2	0.289163377043703	0.48	1.005
13621	13640	JAX00509158	JAX00102276	20	159489186	159540910	chr2	0.31715826462886	0.445	1.005
13641	13660	UNC4335707	UNC4338357	20	159547267	159710204	chr2	0.336843177012222	0.4	1.005
13661	13680	JAX00509222	UNC4339673	20	159711357	159816315	chr2	0.347326189832205	0.385	1.005
13681	13700	JAX00509262	JAX00509295	20	159819888	159989135	chr2	0.344579058968329	0.385	1.005
13701	13720	JAX00102310	JAX00218684	20	160005520	160238118	chr2	0.339829457261411	0.385	1.005
13721	13740	UNC4345268	JAX00102344	20	160242090	160467252	chr2	0.241336135280713	0.53	1.005
13741	13760	JAX00102345	UNC4349967	20	160467647	160667576	chr2	0.215116537523716	0.59	1.005
13761	13780	JAX00102360	JAX00509460	20	160673110	160921861	chr2	0.242632321867247	0.57	1.005
13781	13800	JAX00509462	UNC4355718	20	160922524	161130898	chr2	0.264242193078378	0.51	1.005
13801	13820	JAX00102396	JAX00102406	20	161150736	161278834	chr2	0.280739023805942	0.485	1.005
13821	13840	JAX00509542	JAX00509606	20	161303178	161532673	chr2	0.29964699375689	0.465	1.005
13841	13860	JAX00102425	UNC4363750	20	161536274	161667274	chr2	0.339009022700639	0.425	1.005
13861	13880	JAX00509653	JAX00509697	20	161700880	161786558	chr2	0.397283046883842	0.39	1.005
13881	13900	UNC4366136	JAX00509728	20	161809451	161912631	chr2	0.5132176554626	0.24	1.005
13901	13920	JAX00509729	JAX00509766	20	161912773	162054459	chr2	0.534954975840524	0.235	1.005
13921	13940	JAX00509776	JAX00509820	20	162059754	162225555	chr2	0.539589773089191	0.235	1.005
13941	13960	JAX00509824	JAX00102492	20	162229744	162440895	chr2	0.546616338331122	0.25	1.005
13961	13980	JAX00102493	JAX00509933	20	162442484	162568265	chr2	0.476618400900336	0.275	1.005
13981	14000	JAX00509938	JAX00509987	20	162582118	162747825	chr2	0.47722645631942	0.275	1.005
14001	14020	JAX00509990	UNC4384452	20	162748833	162973408	chr2	0.477993567038025	0.275	1.005
14021	14040	JAX00102534	UNC4386559	20	162982123	163111792	chr2	0.509755688658112	0.26	1.005
14041	14060	JAX00510059	JAX00510091	20	163141023	163296122	chr2	0.522895115324429	0.255	1.005
14061	14080	JAX00102557	JAX00510132	20	163313038	163550135	chr2	0.525720702031767	0.26	1.005
14081	14100	JAX00510133	backupUNC020550169	20	163555502	163648332	chr2	0.529463378854318	0.255	1.005
14101	14120	JAX00102583	JAX00510256	20	163654137	163891196	chr2	0.502246439241113	0.26	1.005
14121	14140	JAX00510258	JAX00102618	20	163907375	164125304	chr2	0.514364784625082	0.26	1.005
14141	14160	JAX00510298	JAX00218764	20	164144127	164362676	chr2	0.489920385762365	0.255	1.005
14161	14180	JAX00510350	UNC4407671	20	164364038	164517966	chr2	0.489827485180416	0.255	1.005
14181	14200	JAX00510396	UNC4410972	20	164540925	164791844	chr2	0.495248105492214	0.275	1.005
14201	14220	JAX00510448	UNC4413632	20	164843651	164987247	chr2	0.472388587567222	0.29	1.005
14221	14240	JAX00510500	JAX00102697	20	164989265	165169949	chr2	0.447496010817535	0.315	1.005
14241	14260	UNC4416162	UNC4419352	20	165172686	165383694	chr2	0.601126727044778	0.235	1.005
14261	14280	UNC4419990	UNC4423325	20	165429834	165629880	chr2	0.412177185289314	0.375	1.005
14281	14300	JAX00510617	UNC4425975	20	165647379	165804533	chr2	0.467403149304601	0.29	1.005
14301	14320	JAX00510656	JAX00102755	20	165806565	165954618	chr2	0.490619284372938	0.295	1.005
14321	14340	UNC4428159	JAX00102775	20	165970866	166204456	chr2	0.479996911902154	0.325	1.005
14341	14360	UNC4432207	JAX00510776	20	166205321	166350272	chr2	0.350730593477244	0.43	1.005
14361	14380	UNC4435213	UNC4439585	20	166364123	166634118	chr2	0.393712577939161	0.395	1.005
14381	14400	JAX00102808	UNC4441419	20	166635853	166843481	chr2	0.538389126594973	0.255	1.005
14401	14420	JAX00510854	UNC4444616	20	166853332	167118530	chr2	0.582574733700238	0.2	1.005
14421	14440	JAX00510893	UNC4446197	20	167141645	167285226	chr2	0.338779499857891	0.495	1.005
14441	14460	JAX00510915	JAX00102872	20	167296001	167506898	chr2	0.338321178264885	0.5	1.005
14461	14480	JAX00510943	JAX00510985	20	167541436	167801742	chr2	0.340211849440784	0.49	1.005
14481	14500	JAX00510988	JAX00102910	20	167819674	167995694	chr2	0.343761655179196	0.48	1.005
14501	14520	JAX00511016	backupUNC020280159	20	167997844	168258339	chr2	0.34263166890424	0.455	1.005
14521	14540	JAX00511056	JAX00102939	20	168260906	168400977	chr2	0.766304262621932	0.16	1.005
14541	14560	UNC4459298	JAX00102957	20	168407726	168633593	chr2	0.62028162119119	0.215	1.005
14561	14580	JAX00102958	UNC4467163	20	168634868	168873868	chr2	0.713017815567478	0.165	1.005
14581	14600	JAX00511195	JAX00511228	20	168880649	169029081	chr2	0.693042858515667	0.19	1.005
14601	14620	JAX00511230	JAX00511283	20	169033978	169196134	chr2	0.767562380575736	0.135	1.005
14621	14640	JAX00103001	JAX00511335	20	169220515	169327937	chr2	0.751067839394082	0.155	1.005
14641	14660	UNC4475620	UNC4478012	20	169335225	169464659	chr2	0.74097508465845	0.16	1.005
14661	14680	JAX00511372	UNC020284970	20	169468946	169595691	chr2	0.737665557668461	0.155	1.005
14681	14700	JAX00511410	UNC4482166	20	169599455	169712135	chr2	0.791135964089691	0.115	1.005
14701	14720	JAX00189098	UNC4485278	20	169724930	169896548	chr2	0.789043387553956	0.115	1.005
14721	14740	JAX00511485	JAX00511504	20	169923195	170106022	chr2	0.681405873386345	0.16	1.005
14741	14760	JAX00103068	JAX00103083	20	170112415	170314698	chr2	0.386885032531902	0.44	1.005
14761	14780	UNC4491971	UNC4494448	20	170331446	170446727	chr2	0.351959965677554	0.46	1.005
14781	14800	JAX00511563	JAX00511587	20	170456483	170613904	chr2	0.261534137608424	0.56	1.005
14801	14820	JAX00511588	UNC4500408	20	170616859	170775587	chr2	0.264845872182693	0.56	1.005
14821	14840	UNC4500803	JAX00218916	20	170796535	170899082	chr2	0.268286635979553	0.55	1.005
14841	14860	UNC4503036	UNC4505182	20	170905542	171043699	chr2	0.273271856641734	0.53	1.005
14861	14880	UNC4505252	UNC4507594	20	171049253	171178417	chr2	0.278274883844155	0.52	1.005
14881	14900	JAX00511677	UNC4509485	20	171179555	171285786	chr2	0.283029638563543	0.515	1.005
14901	14920	UNC4509525	JAX00511726	20	171292529	171442474	chr2	0.273310336613698	0.55	1.005
14921	14940	UNC4511938	UNC4514191	20	171449454	171615204	chr2	0.22087263225472	0.63	1.005
14941	14960	UNC4514416	UNC4517298	20	171633865	171832368	chr2	0.0287740536897654	0.93	1.005
14961	14980	JAX00103196	UNC4520865	20	171841887	172044821	chr2	0.0293029759784296	0.92	1.005
14981	15000	JAX00511833	UNC4524262	20	172053715	172243867	chr2	0.120393934866002	0.78	1.005
15001	15020	JAX00511868	JAX00103236	20	172259318	172365145	chr2	0.155184331464961	0.74	1.005
15021	15040	JAX00103239	JAX00511911	20	172385297	172532037	chr2	0.152077548409822	0.75	1.005
15041	15060	JAX00511913	UNC4531183	20	172532116	172652437	chr2	0.150412329369655	0.745	1.005
15061	15080	UNC4531413	JAX00511988	20	172662544	172788517	chr2	0.149322812434177	0.73	1.005
15081	15100	UNC4533764	JAX00512029	20	172789634	172950280	chr2	0.149013893045248	0.715	1.005
15101	15120	JAX00512033	JAX00512064	20	172952529	173091184	chr2	0.150108060867792	0.715	1.005
15121	15140	UNC4539069	JAX00103299	20	173105043	173241025	chr2	0.15170717793245	0.72	1.005
15141	15160	JAX00512113	JAX00512149	20	173252001	173379811	chr2	0.122049998258883	0.82	1.005
15161	15180	JAX00103311	JAX00512172	20	173399435	173557902	chr2	0.0509266035912699	0.925	1.005
15181	15200	UNC4546333	JAX00512205	20	173570726	173761985	chr2	0.042777669105255	0.94	1.005
15201	15220	JAX00103339	UNC4550317	20	173762546	173928627	chr2	0.0466838361223694	0.935	1.005
15221	15240	JAX00218989	UNC4552644	20	173950532	174156880	chr2	0.0754419353612994	0.885	1.005
15241	15260	JAX00103368	UNC4554723	20	174160377	174292215	chr2	0.0759764169587548	0.885	1.005
15261	15280	JAX00512312	JAX00512340	20	174294795	174449763	chr2	0.0909436237028461	0.85	1.005
15281	15300	JAX00103388	JAX00103400	20	174453352	174593001	chr2	0.150475702791288	0.735	1.005
15301	15320	UNC4559333	JAX00512412	20	174614759	174732004	chr2	0.14926744589047	0.735	1.005
15321	15340	JAX00512417	JAX00512483	20	174756302	178053791	chr2	0.0952872286880144	0.85	1.005
15341	15360	JAX00512491	JAX00103474	20	178065715	178226996	chr2	0.0733416420367949	0.895	1.005
15361	15380	UNC4567419	JAX00103483	20	178237633	178349647	chr2	0.0781071454428422	0.885	1.005
15381	15400	UNC4569394	JAX00512658	20	178358233	178527350	chr2	0.0782533029474527	0.885	1.005
15401	15420	JAX00512669	JAX00512763	20	178539847	178703846	chr2	0.0784353786813779	0.885	1.005
15421	15440	JAX00512766	JAX00512797	20	178710897	178809711	chr2	0.0904152511156475	0.865	1.005
15441	15460	JAX00103518	UNC4577676	20	178810018	178861408	chr2	0.148217328449888	0.76	1.005
15461	15480	UNC4577736	UNC4578587	20	178863711	178916110	chr2	0.157411471228594	0.745	1.005
15481	15500	JAX00512841	JAX00512873	20	178918489	178966748	chr2	0.157726988665459	0.745	1.005
15501	15520	UNC4579449	JAX00512892	20	178968368	179028855	chr2	0.157954486196069	0.745	1.005
15521	15540	UNC4580581	UNC4582209	20	179033066	179122448	chr2	0.158295693272733	0.745	1.005
15541	15560	JAX00512937	JAX00512973	20	179128945	179285563	chr2	0.158791341166105	0.745	1.005
15561	15580	JAX00512974	JAX00513030	20	179286657	179411993	chr2	0.159630643237996	0.74	1.005
15581	15600	UNC020300314	JAX00103574	20	179412726	179549831	chr2	0.184080044229522	0.71	1.005
15601	15620	UNC4588588	JAX00513126	20	179556799	179704530	chr2	0.189092265863603	0.685	1.005
15621	15640	JAX00513127	JAX00513162	20	179704772	179848276	chr2	0.226448737902046	0.65	1.005
15641	15660	JAX00103597	JAX00513209	20	179860961	180023170	chr2	0.228055897806405	0.645	1.005
15661	15680	UNC4593996	JAX00513277	20	180031356	180135800	chr2	0.22984967727797	0.645	1.005
15681	15700	JAX00513281	UNC4596997	20	180144689	180251054	chr2	0.230906309294078	0.645	1.005
15701	15720	UNC4597214	JAX00513373	20	180266933	180494653	chr2	0.233034639620196	0.645	1.005
15721	15740	UNC4599374	JAX00103653	20	180521019	180611919	chr2	0.278916221603114	0.58	1.005
15741	15760	JAX00513423	JAX00513486	20	180615315	180759609	chr2	0.219049078304116	0.64	1.005
15761	15780	JAX00513489	JAX00513548	20	180761151	180931937	chr2	0.214153142974771	0.645	1.005
15781	15800	JAX00513552	JAX00513602	20	180939717	181076777	chr2	0.209135076420208	0.655	1.005
15801	15820	JAX00513603	JAX00513641	20	181076901	181303525	chr2	0.1729137828809	0.71	1.005
15821	15840	JAX00513642	UNC4608363	20	181303587	181472603	chr2	0.0285807953187835	0.97	1.005
1	20	JAX00103739	JAX00513785	20	3032787	3513931	chr3	0.139249518140288	0.735	1.005
21	40	JAX00513789	JAX00103795	20	3518630	3799560	chr3	0.152404533071264	0.7	1.005
41	60	JAX00513835	JAX00513898	20	3829563	4361556	chr3	0.146087763099021	0.72	1.005
61	80	B6_rs30702264	JAX00103885	20	4365615	5036911	chr3	0.141205657075615	0.755	1.005
81	100	JAX00103887	JAX00103908	20	5078486	5356698	chr3	0.12678178431063	0.78	1.005
